As Of Date,Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
11/25/2023,201306080,924312,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,05/26/2016,
11/25/2023,200500615,917550,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
11/25/2023,201113215,948973,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
11/25/2023,201111996,940918,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
11/25/2023,202102983,950637,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,06/27/2023,
11/25/2023,202203035,954887,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200202575,916616,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
11/25/2023,201009953,914393,Substantiated (Charges),,02/28/2013,No,,,,,,Vacation: 25 days
11/25/2023,200809256,903653,Substantiated (Command Discipline),,12/28/2009,No,,,,,,Command Discipline - B
11/25/2023,201504901,945748,Substantiated (Command Discipline A),,12/28/2016,No,,,,,,No penalty
11/25/2023,202202848,953030,Substantiated (Charges),Substantiated (Charges),,No,,,,,,
11/25/2023,200402014,900644,Substantiated (Charges),,07/28/2005,No,,,,,,Instructions
11/25/2023,200302955,903878,Substantiated (Charges),,04/28/2004,No,,,,,,Retired
11/25/2023,201113813,915071,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
11/25/2023,201803402,952677,Substantiated (Command Lvl Instructions),,10/28/2019,No,,,,,,Instructions
11/25/2023,202103206,964146,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201000312,941163,Substantiated (Charges),,06/28/2011,No,,,,,,No penalty
11/25/2023,201903004,960483,Substantiated (Formalized Training),,09/28/2020,No,,,,,,Instructions
11/25/2023,200802670,917095,Substantiated (Command Discipline),,07/28/2009,No,,,,,,Command Discipline - A
11/25/2023,202107337,962515,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2023,No,,,,,,Command Discipline - B (Vacation: 3 days)
11/25/2023,202105156,947132,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,07/26/2023,
11/25/2023,202007444,958997,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2022,No,,,,,,No penalty
11/25/2023,200910811,931316,Substantiated (Charges),,12/28/2010,No,,,,,,No penalty
11/25/2023,201808780,926947,Substantiated (Command Discipline A),,08/28/2019,No,,,,,,No penalty
11/25/2023,202105658,969426,Substantiated (Command Discipline B),Substantiated (Command Discipline B),03/28/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
11/25/2023,201902684,946638,Substantiated (Command Lvl Instructions),,09/28/2020,No,,,,,,Instructions
11/25/2023,200700641,921334,Substantiated (Charges),,07/28/2008,No,,,,,,No penalty
11/25/2023,200400732,916348,Substantiated (Command Discipline),,05/28/2005,No,,,,,,Command Discipline - A
11/25/2023,200100162,880454,Substantiated (Charges),,09/28/2003,No,,,,,,Vacation: 10 days
11/25/2023,202104100,966839,Substantiated (Command Discipline A),Substantiated (Command Discipline A),01/28/2023,No,,,,,,Command Discipline - A
11/25/2023,200605835,902023,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
11/25/2023,200300939,899075,Substantiated (Charges),,07/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200513261,891420,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
11/25/2023,201901432,961119,Substantiated (Command Discipline A),,08/28/2020,No,,,,,,Command Discipline - A
11/25/2023,201301992,946459,Substantiated (Charges),,,Yes,,,,"Closed: Retained, without discipline",12/23/2019,Dismissed
11/25/2023,201305628,933359,Substantiated (Charges),,,Yes,,,Forfeit vacation 6 days,Closed: Resolved by plea,01/07/2016,Forfeit vacation 6 days
11/25/2023,201403417,941448,Substantiated (Command Discipline B),,09/28/2015,No,,,,,,Command Discipline - B
11/25/2023,201202292,882662,Substantiated (Instructions),,04/28/2013,No,,,,,,No penalty
11/25/2023,201116287,947261,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
11/25/2023,201411788,949825,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,12/22/2016,
11/25/2023,200503708,890106,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
11/25/2023,202005986,944997,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,No penalty
11/25/2023,201501773,947482,Substantiated (Command Discipline B),,09/28/2016,No,,,,,,Command Discipline - A
11/25/2023,202003688,956787,Substantiated (Command Discipline B),Substantiated (Command Discipline B),01/28/2023,No,,,,,,No penalty
11/25/2023,201905207,960309,Substantiated (Formalized Training),,08/28/2020,No,,,,,,Instructions
11/25/2023,200616696,935217,Substantiated (Command Discipline),,05/28/2008,No,,,,,,No penalty
11/25/2023,201802248,929152,Substantiated (Command Lvl Instructions),,09/28/2019,No,,,,,,Command Level Instructions
11/25/2023,201502623,951507,Substantiated (Command Discipline A),,09/28/2016,No,,,,,,Command Discipline - A
11/25/2023,200610299,932226,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions
11/25/2023,202104268,954455,Substantiated (Command Discipline B),Substantiated (Command Discipline B),01/28/2023,No,,,,,,No penalty
11/25/2023,201406519,941696,Substantiated (Command Discipline B),,12/28/2015,No,,,,,,Command Discipline - A
11/25/2023,202203036,939384,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,No penalty
11/25/2023,202103501,935248,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,200403322,900225,Substantiated (Charges),,08/28/2005,No,,,,,,Instructions
11/25/2023,202203603,967256,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,200402438,932976,Substantiated (Charges),,01/28/2005,No,,,,,,Instructions
11/25/2023,202105550,920284,Substantiated (Command Discipline A),Substantiated (Command Discipline A),03/28/2023,No,,,,,,Command Discipline - A
11/25/2023,202200762,930901,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,200106902,899418,Substantiated (Charges),,02/28/2003,No,,,,,,Instructions
11/25/2023,200401204,904422,Substantiated (Charges),,08/28/2005,No,,,,,,Vacation: 10 days
11/25/2023,201500894,899377,Substantiated (Formalized Training),,02/28/2016,No,,,,,,Formalized Training
11/25/2023,200610814,933042,Substantiated (Charges),,02/28/2008,No,,,,,,Instructions
11/25/2023,200208328,910189,Substantiated (Command Discipline),,06/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201014332,921270,Substantiated (Charges),,04/28/2012,No,,,,,,Command Discipline - B
11/25/2023,201108796,948070,Substantiated (Command Discipline),,01/28/2013,No,,,,,,Instructions
11/25/2023,202102904,965537,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Resigned
11/25/2023,201906434,966000,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2021,No,,,,,,Instructions
11/25/2023,200609794,935446,Substantiated (Charges),,01/28/2008,No,,,,,,No penalty
11/25/2023,201403821,936178,Substantiated (Command Discipline),,08/28/2015,No,,,,,,Command Discipline - A
11/25/2023,201501752,905697,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,01/24/2017,Forfeit vacation 3 days
11/25/2023,202102508,955267,Substantiated (Command Discipline A),Substantiated (Command Discipline B),02/28/2023,No,,,,,,No penalty
11/25/2023,201406119,918982,Substantiated (Formalized Training),,12/28/2015,No,,,,,,Command Level Instructions
11/25/2023,200609192,900800,Substantiated (Charges),,12/28/2007,No,,,,,,No penalty
11/25/2023,202103599,943025,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,11/10/2023,Forfeit vacation 3 days
11/25/2023,201109407,928734,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
11/25/2023,202002227,964150,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201901352,956340,Substantiated (Command Lvl Instructions),,08/28/2020,No,,,,,,Resigned
11/25/2023,202006444,963942,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
11/25/2023,201603361,945555,Substantiated (Formalized Training),,06/28/2017,No,,,,,,Formalized Training
11/25/2023,201005709,944114,Substantiated (No Recommendations),,11/28/2012,No,,,,,,No penalty
11/25/2023,200103605,914771,Substantiated (Charges),,02/28/2003,No,,,,,,
11/25/2023,200205605,901642,Substantiated (Charges),,02/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200601591,927825,Substantiated (Charges),,08/28/2007,No,,,,,,Command Discipline - A
11/25/2023,201909309,931631,Substantiated (Command Discipline A),Substantiated (Command Discipline B),12/28/2021,No,,,,,,No penalty
11/25/2023,200003084,892983,Substantiated (Charges),,,No,,,,,,
11/25/2023,201604752,929274,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,Formalized Training
11/25/2023,202000559,943343,Substantiated (Command Discipline B),Substantiated (Command Discipline B),04/28/2022,No,,,,,,No penalty
11/25/2023,201610506,949202,Substantiated (Command Discipline B),,05/28/2018,No,,,,,,Formalized Training
11/25/2023,202000753,962696,Substantiated (Command Discipline A),Substantiated (Command Discipline B),04/28/2022,No,,,,,,Resigned
11/25/2023,200206117,916500,Substantiated (Charges),,07/28/2004,No,,,,,,Instructions
11/25/2023,200903496,881901,Substantiated (Charges),,08/28/2010,No,,,,,,Instructions
11/25/2023,202204350,948649,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202000121,956493,Substantiated (Command Discipline A),,04/28/2021,No,,,,,,Command Discipline - A
11/25/2023,202101825,948899,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200400715,887472,Substantiated (Charges),,07/28/2005,No,,,,,,No penalty
11/25/2023,202204639,943905,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202103883,945263,Substantiated (Command Discipline B),Substantiated (Command Discipline B),03/28/2022,No,,,,,,No penalty
11/25/2023,200208483,921912,Substantiated (Charges),,07/28/2006,No,,,,,,No penalty
11/25/2023,201905132,943025,Substantiated (Command Lvl Instructions),,02/28/2021,No,,,,,,Instructions
11/25/2023,201400405,929921,Substantiated (Formalized Training),,07/28/2015,No,,,,,,Instructions
11/25/2023,202002992,925647,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,202001583,930995,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,200405976,929215,Substantiated (Instructions),,05/28/2005,No,,,,,,Instructions
11/25/2023,200913984,937741,Substantiated (Charges),,03/28/2011,No,,,,,,Command Discipline - B
11/25/2023,201113574,894324,Substantiated (Charges),,03/28/2013,No,,,,,,Instructions
11/25/2023,200601564,926858,Substantiated (Command Discipline),,08/28/2007,No,,,,,,Instructions
11/25/2023,201904546,958845,Substantiated (Command Lvl Instructions),,09/28/2020,No,,,,,,Formalized Training
11/25/2023,200303150,914428,Substantiated (Charges),,09/28/2004,No,,,,,,Command Discipline - B
11/25/2023,202203675,948676,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
11/25/2023,200202125,904709,Substantiated (Charges),,08/28/2004,No,,,,,,Instructions
11/25/2023,200306205,920008,Substantiated (Charges),,01/28/2005,No,,,,,,Instructions
11/25/2023,201304546,953086,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",11/10/2014,Formalized Training
11/25/2023,201304834,939912,Substantiated (Charges),,,Yes,Forfeit vacation 2 days,,,Closed: Not guilty after trial,02/22/2016,
11/25/2023,201115926,935732,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,12/12/2014,
11/25/2023,202200570,949989,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2023,No,,,,,,No penalty
11/25/2023,200816433,944536,Substantiated (Command Discipline),,04/28/2010,No,,,,,,Instructions
11/25/2023,201507866,932401,Substantiated (Command Discipline A),,03/28/2017,No,,,,,,Formalized Training
11/25/2023,200603613,905562,Substantiated (Charges),,09/28/2007,No,,,,,,
11/25/2023,201408412,935649,Substantiated (Command Discipline B),,02/28/2016,No,,,,,,Command Discipline - A
11/25/2023,200507325,931673,Substantiated (Charges),,12/28/2006,No,,,,,,Command Discipline - A
11/25/2023,202200624,950897,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Previously adjudicated, with discipline",07/27/2023,Command Discipline B
11/25/2023,201705363,943468,Substantiated (Command Lvl Instructions),,12/28/2018,No,,,,,,Instructions
11/25/2023,202107301,965172,Substantiated (Formalized Training),Substantiated (Formalized Training),06/28/2023,No,,,,,,Formalized Training
11/25/2023,201108286,898289,Substantiated (Command Discipline),,12/28/2012,No,,,,,,
11/25/2023,201906546,945898,Substantiated (Command Lvl Instructions),,,No,,,,,,
11/25/2023,201902573,940375,Substantiated (Command Lvl Instructions),,11/28/2019,No,,,,,,Instructions
11/25/2023,202103180,967657,Substantiated (Command Discipline B),Substantiated (Command Discipline B),12/28/2022,No,,,,,,No penalty
11/25/2023,202200029,951032,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,No penalty
11/25/2023,201600672,950586,Substantiated (Formalized Training),,07/28/2017,No,,,,,,No penalty
11/25/2023,200902231,934442,Substantiated (Command Discipline),,07/28/2010,No,,,,,,Command Discipline - A
11/25/2023,200207525,898298,Substantiated (Charges),,02/28/2004,No,,,,,,Vacation: 35 days
11/25/2023,201214873,941482,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,06/10/2015,
11/25/2023,200708946,904160,Substantiated (Charges),,12/28/2008,No,,,,,,No penalty
11/25/2023,202203843,967978,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Resigned,11/01/2023,
11/25/2023,202100995,953527,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,202101253,944959,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2022,No,,,,,,No penalty
11/25/2023,202002550,953624,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201908894,962184,Substantiated (Command Discipline B),Substantiated (Command Discipline B),12/28/2021,No,,,,,,No penalty
11/25/2023,202102148,950599,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2022,No,,,,,,Command Discipline - B
11/25/2023,202008306,956965,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
11/25/2023,201903963,962266,Substantiated (Command Lvl Instructions),,11/28/2020,No,,,,,,Instructions
11/25/2023,202100979,956987,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,No penalty
11/25/2023,201303615,950886,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,Forfeit vacation 15 days,,Closed: Guilty after trial,02/18/2016,Forfeit vacation 15 days
11/25/2023,202105543,932906,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200604502,932819,Substantiated (Command Discipline),,10/28/2007,No,,,,,,Command Discipline - A
11/25/2023,200810117,934992,Substantiated (Charges),,12/28/2009,No,,,,,,Instructions
11/25/2023,200609653,911309,Substantiated (Charges),,01/28/2008,No,,,,,,Command Discipline - B
11/25/2023,202201639,953482,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
11/25/2023,201105724,947751,Substantiated (Charges),,08/28/2012,No,,,,,,No penalty
11/25/2023,201502721,948599,Substantiated (Command Discipline A),,09/28/2016,No,,,,,,Command Discipline - A
11/25/2023,200208193,894068,Substantiated (Charges),,06/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201309152,948806,Substantiated (Formalized Training),,03/28/2015,No,,,,,,Command Discipline - A / Instructions
11/25/2023,201609960,944827,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,Closed: Resolved by plea,08/17/2018,Forfeit vacation 7 days
11/25/2023,200505992,927171,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
11/25/2023,201409796,933122,Substantiated (Command Discipline A),,04/28/2016,No,,,,,,Command Discipline - A
11/25/2023,201801373,962082,Substantiated (Command Lvl Instructions),,07/28/2019,No,,,,,,Resigned
11/25/2023,202200866,957413,Substantiated (Formalized Training),Substantiated (Formalized Training),08/28/2023,No,,,,,,Formalized Training
